dia_mes_ano,hora_minuto,irr,massaPM1,massaPM2,massaPM4,massaPM10,numPM1,numPM2,numPM4,numPM10,tamanho_medio,temp,vento_dir,vento_vel,rainfall
20191125,000100,0,6.14,0.2,0,0,50.63,0.14,0,0,0.44,24.19,0,6.65,0
20191125,000200,0,5.65,0.19,0,0,46.58,0.13,0,0,0.44,24.12,0,11.97,0
20191125,000300,5.09,6.05,0.2,0,0,49.9,0.14,0,0,0.43,24.31,0,6.65,0
20191125,000400,0,5.59,0.19,0,0,46.15,0.13,0,0,0.43,24.06,0,1.33,0
20191125,000500,0,6.37,0.21,0,0,52.56,0.14,0,0,0.44,24.25,0,7.98,0
20191125,000600,0,6.33,0.21,0,0,52.23,0.14,0,0,0.44,24.19,0,10.64,0
20191125,000700,0,5.92,0.2,0,0,48.81,0.13,0,0,0.47,24.31,0,6.65,0
20191125,000800,0,6.12,0.2,0,0,50.47,0.14,0,0,0.46,24.38,0,9.31,0
20191125,000900,0,5.18,0.17,0,0,42.73,0.12,0,0,0.45,24.69,0,15.96,0
20191125,001000,0,5.81,0.19,0,0,47.89,0.13,0,0,0.46,24.5,45,3.99,0
20191125,001100,0,4.94,0.16,0,0,40.73,0.11,0,0,0.47,24.56,0,9.31,0
20191125,001200,0,4.88,0.16,0,0,40.26,0.11,0,0,0.44,24.69,90,6.65,0
20191125,001300,0,5.22,0.17,0,0,43.06,0.12,0,0,0.43,24.69,0,13.3,0
20191125,001400,0,4.63,0.15,0,0,38.21,0.1,0,0,0.42,24.56,90,5.32,0
20191125,001500,0,5.17,0.17,0,0,42.67,0.12,0,0,0.41,24.81,45,14.63,0
20191125,001600,0,5.03,0.17,0,0,41.47,0.11,0,0,0.41,24.81,45,10.64,0
20191125,001700,0,4.57,0.15,0,0,37.68,0.1,0,0,0.4,24.75,0,7.98,0
20191125,001800,0,5.57,0.19,0,0,45.99,0.13,0,0,0.42,24.56,45,3.99,0
20191125,001900,0,5.23,0.17,0,0,43.16,0.12,0,0,0.43,24.62,45,10.64,0
20191125,002000,0,4.67,0.16,0,0,38.54,0.11,0,0,0.42,24.56,45,14.63,0
20191125,002100,0,4.89,0.16,0,0,40.37,0.11,0,0,0.42,24.5,135,5.32,0
20191125,002300,0,5.19,0.17,0,0,42.8,0.12,0,0,0.43,24.44,90,7.98,0.25
20191125,002400,0,4.61,0.15,0,0,38,0.1,0,0,0.43,24.38,0,6.65,0.25
20191125,002500,0,4.86,0.16,0,0,40.1,0.11,0,0,0.44,24.44,90,3.99,0.25
20191125,002600,0,4.26,0.14,0,0,35.18,0.1,0,0,0.43,24.25,90,7.98,0.25
20191125,002700,1.17,4.55,0.15,0,0,37.55,0.1,0,0,0.42,24.31,90,6.65,0.25
20191125,002800,0,4.47,0.15,0,0,36.89,0.1,0,0,0.41,24.31,135,14.63,0.25
20191125,002900,0,4.31,0.14,0,0,35.52,0.1,0,0,0.41,24.25,0,18.62,0.25
20191125,003000,0,4.8,0.16,0,0,39.59,0.11,0,0,0.44,24.44,0,14.63,0.25
20191125,003100,0,4.53,0.15,0,0,37.37,0.1,0,0,0.44,24.38,0,7.98,0.25
20191125,003200,0,4.91,0.16,0,0,40.51,0.11,0,0,0.44,24.38,0,18.62,0.25
20191125,003300,0,4.83,0.16,0,0,39.81,0.11,0,0,0.43,24.31,90,6.65,0.25
20191125,003400,0,3.93,0.13,0,0,32.46,0.09,0,0,0.43,24.31,0,11.97,0.25
20191125,003500,0,4.16,0.14,0,0,34.34,0.09,0,0,0.41,24.12,0,14.63,0.25
20191125,003600,0,4.19,0.14,0,0,34.54,0.09,0,0,0.43,24.19,0,14.63,0.25
20191125,003700,0,4.57,0.15,0,0,37.68,0.1,0,0,0.43,24.12,90,2.66,0.25
20191125,003800,0,4.73,0.16,0,0,39.01,0.11,0,0,0.42,24.19,90,7.98,0.25
20191125,003900,0,4.36,0.15,0,0,35.99,0.1,0,0,0.43,24.06,45,6.65,0.25
20191125,004000,0,4.91,0.16,0,0,40.51,0.11,0,0,0.44,24.12,0,15.96,0.25
20191125,004100,0,4.56,0.15,0,0,37.61,0.1,0,0,0.44,24.12,45,10.64,0.25
20191125,004200,0,4.65,0.15,0,0,38.32,0.11,0,0,0.44,24.25,45,14.63,0.25
20191125,004300,0,4.49,0.15,0,0,37.05,0.1,0,0,0.43,24.25,0,35.91,0.25
20191125,004400,0,4.54,0.15,0,0,37.47,0.1,0,0,0.41,24.25,0,10.64,0.25
20191125,004500,0,4.12,0.14,0,0,33.96,0.09,0,0,0.43,24.19,0,13.3,0.25
20191125,004600,0,4.31,0.14,0,0,35.53,0.1,0,0,0.43,24.31,45,21.28,0.25
20191125,004700,0,4.29,0.14,0,0,35.43,0.1,0,0,0.44,24.19,45,11.97,0.25
20191125,004800,0,5.07,0.17,0,0,41.8,0.11,0,0,0.44,24.31,0,21.28,0.25
20191125,004900,0,4.69,0.16,0,0,38.72,0.11,0,0,0.42,24.12,0,13.3,0.25
20191125,005000,0,4.57,0.15,0,0,37.68,0.1,0,0,0.44,24.25,0,15.96,0.25
20191125,005100,0,5.04,0.17,0,0,41.57,0.11,0,0,0.45,24.12,90,10.64,0.25
20191125,005200,0,4.36,0.15,0,0,35.96,0.1,0,0,0.44,24,45,9.31,0.25
20191125,005300,0,4.66,0.16,0,0,38.45,0.11,0,0,0.43,24.19,90,14.63,0.25
